,text,label
4422,The song Comfortably Numb is from Pink Floyd .,0
4423,Roger Waters & Eddie Vedder - Comfortably Numb - 12-12-12 Sandy Relief Concert at MSG - YouTube,0
4424,You mean there 's two of us left in the world ?,0
4425,Hells bells even Al Quadia sp ? have high speed and I pods .,0
4426,"What was once public employee , is now worker .",0
4427,"Ya have to watch how they change the wording of things , worker = commie thinking .",0
4428,God Bless,0
4429,Sound like they are speaking another language in the back ground .,0
4430,Guy looks like he could be Mexican .,0
4431,It 's not a good video .,0
4432,They all deserve an ass kicking .,1
4433,Exactly.,0
4434,The PLE 's will be our sayanim .,0
4435,http://whale.to/c/jeff_gates1.html Here 's what I mean when currently WN have to operate under Moscow Rules .,0
4436,"( At 27 : 00 - 32 : 00 , 48 : 00 and 50 : 00 of the link they discuss Moscow Rules ) Smiley 's People - Part 1 ( BBC Spy TV Series ) - YouTube With our own civilians in PLE 's supporting us , even in little ways such as providing cut outs and safe houses , putting out propaganda will be much easier .",0
4437,It is interesting to note that all of the men in the video were dressed like those Moussed distributed pamphlets that popped up a few weeks ago when the revolution was really getting into the swing .,0
4438,Oh yeah it 's because they study so hard and their family 's value education ect ect ......,0
4439,Here is her Wiki ...,0
4440,"Janet Yellen - Wikipedia , the free encyclopedia",0
4441,There should be no doubt in anyone 's mind that the `` rabid dog '' act that Jones put on for Piers Morgan is more designed to HELP gun control advocates than hurt them .,0
4442,so they even IDOLIZE a convicted Pedophile and Murderer -- convicted in a public trial -- and established an organization to shield pedophiles and child killers from further scrutiny of American law,0
4443,The tone of voice is actually a lot like icelandic or old norse .,0
4444,"The language itself , though , is nowhere near that .",0
4445,It 's close to Finnic and Estonian .,0
4446,"Liked the music , by the way .",0
4447,Since when is Die Stem racist ?,0
4448,Nothing in it 's lyrics are .,0
4449,They are scared of Nationalism between the whites. ( and should be ),0
4452,Those visionary and responsible negroes ...,1
4453,This site is hilarious !,0
4454,I especially like the news stories told un-PC .,0
4455,I think I stumbled on this thread before and thought I 'd get back to it and forgot .,0
4456,I saved the site now .,0
4457,Thanks !,0
4458,Get out the vomit bags !,0
4459,"Check out this commercial that just aired on tonight 's show : http://www.myblackisbeautiful.com/ And for the record , `` My black is returned to sender ''",0
4460,"It appears that if you are white in South Africa and you are about to be arrested , your fate is far worse than death .",0
4461,What alternative do you have other than kill the black policeman and every black cop you can until they get you .,1
4462,Oh my * * * * ing god !,0
4463,When do they ever learn !!!!,0
4464,What causes Cholera in the first place ??,0
4465,"Humans are the only hosts and victims of V. cholerae , a motile , aerobic organism .",0
4466,It 's transmitted through food and water contaminated with fecal material .,0
4467,"Cholera is most common in Africa , southern and Southeast Asia , and the Middle East .",0
4468,Negro?,0
4469,"I 'm thinking he would look slightly out of place in the ghetto , but hey that 's just my opinion .",0
4470,"For once its nice to see an article focus not on the `` evil racist whites '' but on the racism of an ethnic group , in this case the Negroes .",0
4471,"I agree with you , but at the same time this particular group makes white christians look very bad .",0
4472,Holding up signs that say `` God hates fags '' is a bit much .,0
4473,I'm sure the negro had it coming .,1
4474,Always nice to see a negro on the receiving end of a beat down from a white for a change .,1
4475,Do they discharge soldiers from the military if they get STDs or letting them stay and allowing them to put their comrades at risk ?,0
4476,"YouTube - Euclid Square Mall , 2007 ( Dead Mall ) Can anyone report in from Euclid , Ohio ?",0
4477,Ohio in general looks to be in bad shape .,0
4478,I think I 'll get me a couple of these things .,0
4479,I can always use some hands around the place .,0
4480,Is there a place where you can buy these ?,0
4481,"Yah , I guess there is !!!",0
4482,Now isn t that stylish Nothing says Sick in the head like chaining yourself to a crack heads baby .,0
4483,Apes even have the instinct to basically leave these for dead .,1
4484,I hope this little groid tortures her .,1
4485,"It's as if these people were like this all along , and it was only white civilization and moral nature that kept them in check .",0
4486,"I want to see Whites bused in there until the Latinos are a 30 % minority and not outnumbering the Asians , Blacks and Whites .",0
4487,Where is forced busing when you need it ?,0
4488,"It made it on CNN , so I 'm thinking it was probably an illegal YouTube - Lou Dobbs Reports A Gang Ripe ?",0
4489,"When are we going to stand up and say this has got to stop , that is the most ridiculous thing I have ever heard .",0
4490,I hope all their farms burn down and their nappy headed children squandle in the flames .,1
4491,"As soon as i found out she was with child by a mulatto and she 's a wet back too , I suddenly found her to be repulsive and shall never watch anything she is in again .",1
4492,I ca n't wait till the news starts promoting racial integration with the negro Too unsuspecting whites who do n't know she is not a white,0
4493,"If it 's brown , flush it down .",1
4494,"If it 's black , send it back .",1
4495,It ai n't right unless it 's White .,1
4496,"1/2 messican , 1/2 White babies can often pass for White until they turn six or seven when the golden brown coating covers all .",0
4497,Pathetic scum .,0
4498,Look at those pictures .,0
4499,They probably have a 150 I.Q. with all three of them combined .,1
4500,They can kiss their N.B.A. careers goodbye .,0
4501,Freemasons and Sexual Abuse Continue reading here .,0
4502,"Report from the UK : Report of child abuse by Masons at the Witherwack Estate , Sunderland .",0
4503,http://aangirfan.blogspot.com/2009/1...ual-abuse.html,0
4504,I'm heading down to DC to put a sign on the White House gates that will read : ' No savage negro BEASTS in the White House ! ',1
4505,"Long time no post , Turbo , good to see you back .",0
4506,I would like to keep this thread going for Manolis Turbo who has moved back to his homeland and is at the moment too busy to look after it .,0
4507,"That is about as cheap and low as I 've seen it around here , your task is so transparent as to be laughable .",0
4508,"Just to point out : how do you know that your sources do n't have a chip-on-their-shoulder , and an agenda ?",0
4509,Please do n't use the fallacy of authority either .,0
4510,I wonder if one of the victims opened the door to their apartment for some reason .,0
4511,Williams has friends who live across the hall from the victims ..,0
4512,Do not open the door at 2 : 00 AM for anyone .,0
4513,"Interesting, I will pass this information on to my professor who always talks about the poor poor Africans , walking miles to drink dirty water",0
4514,"Because the news section can get VERY depressing and this thread provides comical relief , I can always count on this thread for a laugh when I need one .",0
4515,I thought Bono and Clooney were picking up the tab for Africa ??,0
4516,"You mean us white taxpayers gotta pay for this , too ?",0
4517,"http://www.guardian.co.uk/print/0,,3...117780,00.html Executive summary : the negroes never domesticated any plants or animals .",0
4518,"But if White people find a user for a plant native to Africa , the negroes want a royalty .",1
4519,"I find this BBC story impossible to believe : http://news.bbc.co.uk/2/hi/africa/4971848.stm Negroes do n't look for latrines , they do their business wherever they happen to be .",0
4520,INTJ Introvert ( 56 % ) iNtuitive ( 62 % ) iNtuitive Thinking ( 100 % ) Judging ( 56 % ) You have moderate preference of Introversion over Extraversion ( 56 % ) You have distinctive preference of Intuition over Sensing ( 62 % ) You have strong preference of Thinking over Feeling ( 100 % ) You have moderate preference of Judging over Perceiving ( 56 % ),0
4521,Being a racialist means you stop trying to hurt other White nations for the sole selfish interest of your own nation .,0
4522,Your assuming all Skinheads tattoo themselves and kill people for fun .,0
4523,Id say thats an example of Upper class looking down on the lower .,0
4524,I just want to add that no matter what a person 's class or character I will always give a white person the benefit of `` coming right '' before I reject them as `` wiggers '' or `` white trash '',0
4525,Ha ha .. so true .,0
4526,"They have n't gone to wearing their Fred Perry , boots and braces yet though ......",0
4527,Just the yo crap .,0
4528,You sound like an intelligent person but how can you say that we need to remove race from our message when that is our message .,0
4529,Our enemies have used RACE against us and are currently trying to destroy our RACE through a variety of different means .,1
4530,It has everything to do with RACE .,0
4531,"We do not want to annhilate other races , we simply want to preserve our own .",0
4532,Our government has been in the practice of tearing down the white race to raise the non white minority races by forcing diversity and multiculturalism down white people 's throats .,0
4533,We have simply had enough .,0
4534,You cant protest there for this ?,0
4535,Or make something in the internet against thi injustice some times is hit a global repercussion and can help this .,0
4536,BLACK Man MURDERS 15 Year Old WHITE GIRL In Her BEDROOM - YouTube ZAKESHIA CAUGHT IT ON TAPE - YouTube Young white girl killed by black man she met online - YouTube http://www.youtube.com/watch ? v = fQPaZvlq4xQ & feature = endscreen & NR = 1 Ashley Taylor talks of being attacked on live TV - YouTube,0
4537,Video: Brawl At St. Louis Community College ! ( One Lady Fighting With Her Own Baby In Arms & Another Dude Swinging On Girl ),0
4538,Black ' females ' fighting with black police in Harlem after the officers try to ticket them for skipping their fares .,0
4539,NYPD COPS FIGHT GIRLS IN SUBWAY - YouTube Black teenagers spray a city bus with assault rifles in downtown Philadelphia .,0
4540,"Scary Bus Shooting Caught On Tape : Philly Bus Stopped , Rear Door Opened And Gunman Opened Fire !",0
4541,- YouTube,0
4542,Your american government does n't want us whites .,0
4543,Maybe you should encourage all the blacks to go there since they want to move there so desperately and the rest of you white americans should come to SA .,0
4544,Does anyone have that video of black gang attacking a white teenagers in front of his house and then a black gang of females attack his mother for trying to protect her son .,0
4545,"I know exactly what you 're saying , I just hate to see those worthless apes benefit from the great things that whites do .",1
4546,YouTube - & #x202a ; Police Brutality In Jamaica Caught On Tape Disturbing Footage Of Police Killing Man Cold Blooded Terribel & #x202c ; & rlm ; It 's just the way blacks react ...,0
4547,Wow these videos piss me off .,0
4548,Those nogs in France do n't belong there and then they show how unruly they can be .,1
4549,Send them all to Afreaka And sink the farkin boat !,1
4550,Where is Bernard Goetz when you need him ?,0
4551,YouTube - Blacks Attack White Man On Subway YouTube - White Girl Beaten On A Bus By Blacks YouTube - Black gang attack-Tottenham High Road N1 .,0
4552,UK July 2009 .,0
4553,YouTube - Blacks Attack White Police Officers and Citizens at Iowa State Fairgrounds YouTube - Black Man gouges out DJ 's eyes after attack .,0
4554,YouTube - Woman Opens Strip Club In Trailer Home For Teens And Offers Lap Dances To Children !,0
4555,YouTube - Raw Video : Shoplifter Uses Skirt to Hide Booze,0
4556,Los Angeles is gone .,0
4559,Yes I saw it .,0
4560,Even stopped at a Mcdonalds and there was not one white person in there .,0
4561,It was uncomfortable .,0
4562,I could n't wait to get to the end of your post so I could say what a great post it was !,0
4563,"Excellent FM , you know the score !",0
4564,I see nothing wrong at all with Dr. Duke selling his book.He has dedicated years and many long hours to this cause and maybe you should rethink your statement .,0
4565,"Yes, I have seen that so many times .",0
4568,Like the Gods telling us that this does n't work !,0
4569,USA is represented by a negro family and Australia a I have no clue what family .,0
4570,What A Week Of Groceries Looks Like Around The World | Fstoppers,0
4571,"In ideological training I forbid every attack against Christ as a person , since such attacks or insults that Christ was a Jew are unworthy of us and certainly untrue historically .",0
4572,"-Heinrich Himmler , Bundesarchiv Berlin-Zehlendorf , 28 June 1937",0
4573,"There are a lot of white babies being born in the South , but it 's still not what it should be .",0
4574,People sticking up for white men .,0
4575,"https : //www.facebook.com/pages/Boyco ... 85159441543213 Worthwhile Canadian Initiative : Dumb men commercials err ... why not dumb black men , dumb black women , dumb Asians ?",0
4576,Stupid White Man TV Commercials,0
4577,YES!,0
4578,"And the white guy can lose some weight , shave and get a haircut .",0
4579,The ugly black will always be .... black !,1
4580,He sort of looks like an English football player or is that a French football player ?,0
4581,Sometimes Europeans all look alike .,0
4582,Imagine this as a pro Romney video with Ted Nugent in a black family 's home screaming at them to wake the bleep up .,0
4583,What would people say ?,0
4584,Likewise.,0
4585,Learning how to find good TV shows online and watch what I want when I want has tripled my quality of life .,0
4586,http://www.1channel.ch/,0
4587,"Ariel Laurie , Israeli Soldier , Grabs Toddler in Australia Kidnaps 6 year old boy , says he 's going to put him into car trunk but mother chases him down .",0
4588,Judge says `` he 's overly found of children '' and lets him off with slap on wrist .,0
4589,http://www.nogw.com/download/ _ 07 _ il _ kidnap _ aussie.pdf,0
4590,"Only a f' n jew would have the nerve to hide away in a black country , a fugitive from US law , while making campaign promises at the same time as suing the company he defrauded .",1
4591,sounds like their government is doing a great job if they have been able to maintain this in the current situation,0
4592,"ok, so do we need to kill them too or are the slavs okay ? for some reason whenever i hear the word slav , the word slobber comes to mind and i picture a slobbering half breed creature like the humpback of notre dame or Igor haha",1
4593,Then how come the only ones they arrested in connection with those attacks were active FSB agents ?,0
4594,Or are the CIA and FSB on the same team ?,0
4595,"they need to feel it on their skin , so next time they wont give my land to the some subhuman muslim dogs .",1
4596,Here are few examples of Gregorian Chant : YouTube - Gregorian Chant Benedictinos YouTube - Notre Dame Gregorian Chants 12/28/06 YouTube - ChantCD St. Thomas Aquinas Seminary - Gregorian Chant,0
4597,Many thanks for the suggestions and pictures .,0
4598,I have always liked the double headed eagle .,0
4599,It is good to see it back on public display at the Kremlin .,0
4600,"Indeed, it is quite odd for something like this to be posted on this forum .",0
4601,I 'd think there are more appropriate sites for international dating and such .,0
4602,"LOL, ye she is gorgeous and a great talent as well .",0
4603,"I have seen her live in concert and took a photo with her , you jealous ?",0
4604,"I'm saying , what I see .",0
4605,Tatars that I see on the streets of my town look more European than Osttruppen for example .,0
4606,This is a board for mature people - who are free to join or leave/return at any moment .,0
4607,We ca n't afford to babysit unstable people .,0
4608,I hate the dramas and bull * * * * like this .,0
4609,You are not that bright are you ?,0
4610,"Its made to make fun out of Nazi 's , showing that only small children belief fairy tales of Hitler",0
4611,They do it not because of their nationalism but rather due to their hatred of Russians .,0
4612,As far as I know there is no russophobia in Belarus .,0
4613,"Yes a globe is round , and for centuries those round globes did not have a `` Belarus '' on them .",0
4614,Or a Ukraine for that matter .,0
4615,"Although I had heard of this link before , tonight was the first time I checked it out : New Nation News - Black-on-White Crime It 's pretty much a site that mirrors this thread .",0
4616,thats good there they was cleaning the moscow the same way like the capital i with thay would clean here this banana republic ( Washington DC ) send all this blacks and welffare resipiance to the mexico or at list Detroid 2056,1
4617,"Quenten Demps , 44 , was arrested Saturday on a first-degree murder charge in the killing of Elizabeth Clemente , 37 .",0
4618,"Clemente 's friend , told detectives the couple had broken up about two weeks ago and Demps had moved out of the house .",0
4619,Man apprehended in killing of ex-girlfriend in suburban West Palm Beach,0
4620,"Negro Parolee Strangles Elderly White Couple In Their Home , Suspected In Another Murder ...",0
4621,"10.24.2010 MONTEREY PARK , Calif. ( KABC ) -- Deputies have arrested a suspect in connection with a double murder of a couple in Hawthorne .",0
4622,"Los Angeles County sheriff 's officials arrested 53-year-old John Ewell on Saturday night , just two days after the killings .",0
4623,"Investigators believe that Ewell pretended to be a utility repairman to get into the home of Leamond Turnage , 69 , and his wife Robyn , 57 .",0
4624,The deceased couple was found gagged and bound Friday afternoon in their home on the 4100 block of West 142nd Street .,0
4625,Police believe that the couple was likely killed Thursday afternoon .,0
4626,Authorities said Ewell was caught on surveillance footage trying to use the couple 's stolen ATM card at a gas station on the day of the killings .,0
4627,"Bloody hell kondor _ RNU , this is excellent mate !",0
4628,I appreciate it .,0
4629,I have been looking for a site like this for 4 months now since I last found one with like 75 Eastern Front propaganda posters .,0
4630,"You are welcome , Ross .",0
4631,I have lots more pics of Godunov if anyone ever cares to see them .,0
4632,Muahaha ...,0
4633,Now learn your ballet ! : P - Zoë,0
4634,"http://www.11alive.com/news/local/st...116782&catid=3 What 's funny about this is they flipped their car later that afternoon right by my house , then had every cop within 50 miles there lololol .",0
4635,"Woman Brutally Attacked By 2 Men In Home Police Arrest 16-Year-Old , 17-Year-Old POSTED : Wednesday , November 11 , 2009 UPDATED : 8 : 18 pm EST November 11 , 2009 Michael Galan , 16 , and Jarve Green , 17 , were arrested by Palatka police .",0
4636,"PALATKA , Fla.",0
4637,-- Palatka police said a woman is recovering after two men brutally attacked her inside her home early Wednesday morning .,0
4638,http://www.news4jax.com/news/21589330/detail.html,0
4639,Has anyone picked up the wording in the one commercial for ITT TECH .,0
4640,?,0
4641,It shows foreighners in their school and says `` in this country you need skills '' yada yada ... this is directed to enlroll foreighners and racist .,0
4642,My wife showed me a Kibble 's - n - Bits commercial last night wherein a mixed couple was presented as `` normal . '',1
4643,Good thing we do not buy that stuff .,0
4644,Getting to the heart of a matter works as well .,0
4645,Or running to a mod seems to work for others when feelings are hurt .,0
4646,I find this extremely interesting .,0
4647,I look forward to commenting when I get more time .,0
4648,I hope this line of discussion does not die out before its time .,0
4649,"You should not be surprised , i have 2 swedish/finnish friends ... asian looks in women is a must ... so i am not surprised .",0
4650,At least they had someone who would have lifted a weapon towards Terrorist or Commies that would have hurt them ... hehe,0
4651,Please explain so even we on the other side of the sea can understand .,0
4652,Is it a finnish version of `` Får får får ? '' ?,0
4653,I hope that all the security personnel and hangers-on who I saw chasing girls in the Voodoo lounge the other day do n't tell all their friends back in the Bronx about Latvia as a holiday destination !,0
4654,The Norwegian government should print several million copies of this book and distribute it free of charge to every adult Norwegian .,0
4655,"Just in case anyone is interested , here 's the thread in the Health & Fitness section : `` Eating Fish Makes You Smarter '' along with another one in the Homemaking section : `` Fish Oils and Pregnancy and Infants = Health Smart Babies '' I think the scientific evidence for the benefits of fish is just overwhelming .",0
4656,The main drawback is the potential for excess mercury .,0
4657,"However if you avoid larger fish such as Swordfish and Tuna , your chances of ingesting mercury are substantially reduced .",0
4658,"Sardines and anchovies , for example , are basically 100 % safe .",0
4659,"Larger fish eat smaller fish and with each step of ' the big eating small , ' as you go up the chain , any mercury becomes more concentrated , thus the larger the fish , the more chance they will have some mercury in them .",0
4660,:stupid The liberals and communists of all shades can relax and take it easy .,0
4661,The new government is exactly as anti-White as they want. : upside,0
4662,It was disturbing to read that the Swedish foreign minister was stabbed today .,0
4663,I wonder if the attacker was a Swedish national ?,0
4664,"Cossack: There are no Russians with hook nose and dark hair in Russia , except for the jews .",0
4665,Are you shore ?,0
4666,http://rnebarkashov.ru/foto/ff009.jpg,0
4667,"It was too much police and security police involving , but you will see in Latvia.Also , all that crap was lasting about some 45 minutes .",0
4668,2508,0
4669,I've been out all day today and I have n't seen a single one of ' em .,0
4670,"All in all , it was a good day .",0
4671,"Of course , I live in a rather small town ( 30.000 inhabitants ) .",0
4672,I seen a young Latvian girl at Prague airport with a very dark arab and their little girl about 2 was very dark .,0
4673,Hear hear !,0
4674,Voice of sanity speaking at last on SF !,0
4675,You will get my unreserved and total support !,0
4676,Hail to the new King of Norway !,0
4677,If everything was in one section no one would be able to follow anything it 's already hectic as it is .,0
4682,"Yes, we are but you will find these people are often Nordic as their subrace .",0
4683,"I am 1,96 meters tall , and I can pass as a Norwegian or Danish guy .",0
4684,I saw it on friday Thats just about the right impression ( i believe ) one should have about them .,0
4685,Real shocking ... i was realy upset afterwards,0
4686,Strange more people ca n't see the problem !,0
4687,"I blame the school with all it 's ethicts and multicult loving teachers , i 'm saving as many pupils i can , but i fear that 's not enught",0
4688,Aw he was going to send the money back to his niglet family in nigeria ...,0
4689,Piece of * * * * deserves to be shot .,1
4690,Music and the right art to go with it is perfect in my opinion .,0
4691,I am not a massive fan of skrewdriver but I like that song .,0
4692,YouTube - Hail Combat 18 YouTube - Shebeen - Fields Of Athenry ( Garvaghy Road ) !,0
4693,I 'm not sure if these guys are reds but I like this song .,0
4694,YouTube - In the foggy dew YouTube - BraveHeart Music Video YouTube - Visit Scotland TV Advertisement - Winter Not sure about the message in the last one but at least it shows we 're a white country !,0
4695,and i bet not a single one was a dirty African.they will be well taken care of on welfare payments.just like the old days the Irish starve and have to go abroad to find work only this time parasitical foriegners stay here in nice new homes well fed watching big flat screen tellyspeople of Ireland WAKE UP !,1
4696,That was a wonderful article by Kevin Myers .,0
4697,"Please , Ireland , do n't replicate the demographics of London in th Emerald Isle .",0
4698,Get off your arse and do it yourself.Hand out a few leaflets in some Irish town and show pictures i done it years ago in Dublin why cant you do it now ?,0
4699,"no, no. the immigrants stayed out of the ROI until taoiseach charlie haughey opened up our economy in the early 1990s .",0
4700,Yes I have seen African Blacks driving those type of cars too .,0
4701,I think when they first come into this country they get those type of old cars then after a year or so they move up to brand new cars .,0
4702,As far as I know the government gives them money for cars but im not sure how much they recieve and what the terms and conditions are if any .,0
4703,Exactly.,0
4704,"Every action he 's taken reveals that he is completely unacceptable. as a citizen , in White societies All the blacks and browns can do is wreck and destroy - and that is all they have done , and do .",1
4705,how the hell are they going to integrate into Irish society ? They come from a dirt poor medieval country and have spent the last 3 years living in a refugee camp.what skills are they going to bring here ?,1
4706,Didnt know that .,0
4707,Again I would not pay to see this Drug addict perform no matter how could she was a singer .,0
4708,Everybody to there own I guess .,0
4709,I personally think she sounds like a strangled cat .,0
4710,"As for the ' Oxegen experience ' , watch out that your tent does n't get burnt to the ground , like what happened to many people last year .",0
4711,If he comes we should support him .,0
4712,The reds are always protesting against people like David Irving its time we got out there and counter act them,0
4713,immigrants are desperate to stay here. who can blame them ? our government treats them as lords and we as muck. welcome to SFI Pluirin !,1
4714,"What, like blowing up old ladies and little kids ?",0
4715,IRA could have hit a prime minister at any time but chose to hit kids instead .,0
4716,Cowardly scum from the Irish countryside bigging up in army jackets .,1
4717,There is no doubt the Chinese and Japs have giving the world culture .,0
4718,Blacks have shown as they are able to survive all year round sitting on their arse waiting for comic relief .,1
4719,"Will do so on Monday , David Irving is a political prisoner in a Europe where you can deny the existence of Jesus Christ but go to jail for denying the existence of gas chambers .",0
4720,Hello Direland2006 and welcome to SF .,0
4721,There are few places nowadays where there is freedom of speech so you 'll enjoy posting here !,0
4722,I went out with an old friend the other day for a few drinks .,0
4723,"After knocking back a few guinness we got pretty hungry and he said he knew a great place to go get some food , i was disgusted when he brought me to a chinese restaurant .",0
4724,Naturally as a white nationalist i refused to eat there but my friend didnt understand why .,0
4725,Does anyone else have trouble keeping their life free from foreign influence ?,0
4726,"That doesn`t sound to bad , wait till you see 30 kids , 5 of which are white !",0
4727,Coming to a town near you soon .,0
4728,Give them their interview but be careful not to say anything stupid.Tape the interview for legal reasons put it up on the net.Let the truth prevail .,0
4729,There was a small Nigerian man that lived in the same town as me for about a year .,0
4730,He dissappeared somewhere and I thought nothing of it .,0
4731,Some months later I heard he got caught getting 4 dole payments a week pretending to be 4 different people !,0
4732,Yeah.,0
4733,And Look at the bollix teachers are feeding our kids .,0
4734,Wiggah 's are created when they ca n't import the genuine black .,0
4735,Wasn't that when Steve and Bean got their heads cracked opened ?,0
4736,The other guy is over at the B & H forum ...,0
4738,"Saga is good too , I like any of her stuff that I 've heard , although I hear she is n't too popular with some of the people in the movement in her own country ...",0
4739,Maybe if you opened your eyes you 'd see that I did .,0
4740,"It 's not very Irish to talk behind backs , Ted .",0
4741,"Still snooping , eh ?",0
4742,It was no accident .,0
4743,The english policy was one of extermination from day 1 .,0
4744,"The famine was a planned event , to pacify a troublesome country .",0
4745,"https://www.stormfront.org/forum/show...t+20867&page=9 Just go to my post further down the page , Drug dealing , Murdering , Racemixing , Zionist/Masonic scumbags The last picture of the black orangemen , f * ckin hell i nearly split my sides laughing",1
4746,And all nonsense .,0
4747,If it was n't then it meant that those same Celts went through some serious racial degradation before Europeans really started arriving .,0
4748,You would be luckey to see a real Irish person on the TV these days ..,0
4749,Besides news and night-time shows .. Its shocking,0
4750,Rosanna Davison I think is her name .,0
4751,The next time I see her on TV3 bitching about the latest immigrant gripe i 'll * * * * ing die !,0
4752,What an ugly hag,0
4753,just posting to say I got a month of community service for stealing lightbulbs out of a place I was renting + a 280Euro fine. compare that to the black rapist a while ago who got off scot free .,0
4754,2508,0
4755,Ireland is a strange place for ethnics as there is no pakis But there main ethnic problem is Chinese and Africans Did not see much race mixing among men when I was over last time,0
4756,".I have decided on the flags of the four provinces combined on four squares together as my own favourite flag to wave at Rugby and soccer internationals rather than the Tricoleur or St Pat , s .",0
4757,Anyone know where i can buy one .. ? 88 Jab : soldierfn,0
4758,Then why are you posting on Stormfront ?,0
4759,"Seriously , go somewhere else and have someone else throw a pity party for you .",0
4760,Bye .,0
4761,"May be SF Ireland could apply to the funding , as it 's working hard to improve White racial relations in the Community ?",0
4762,"I'm down for that , and I could bring along some other WN folks .",0
4763,Dave you live in frigin Brampton ?!,0
4764,Man that sucks lol ...,0
4765,"Theres an aborigional day , black pride month .",0
4766,I would like too see white people get together and get us a white pride day,0
4767,"Last I checked though , there are more Europeans being raped by non Europeans in Europe than there have been in Canada",0
4768,I find this news to be astonishing .,0
4769,Whites in Canada need to wake up and start realizing they are slowly losing their rights .,0
4770,"Hello, I just joined too .",0
4771,I live in a predominantly white area and ca n't imagine what that would be like ..,0
4772,I've told some immigrants that if they did n't like it here they should just go home .,0
4773,For some strange reason they all looked at me as if I had said something offensive when it was just simple logic .,0
4774,I knew a girl in school who went out with one .,0
4775,Everyday we called her a race traitor and said her forefathers hang their heads in shame and that she is abusing their sacrifice for her own selfishness .,0
4776,They did n't last a week because of it .,0
4777,FANTASTIC!!,0
4778,This is EXACTLY the kind of action that will go a long way to saving our race And out of white hating Canada ? who 'd of thought eh ?,0
4779,I was there a few weeks ago .,0
4780,I noticed a lot of fat little white girls with monkey boyfriends .,1
4781,It was gross .,0
4782,"The first two being the one that starts with ; `` When the discussion of race comes up , this one makes tempers flare like no other. * If a White person says they 're against interracial marriage , then that 's racist. * If a person of color says they 're against interracial marriage , then that 's protecting their culture and heritage . '' ?",0
4783,It's sad Britons are still arguing about the past when the enemy is within. staring them in the face and still do Feck all .,0
4784,A mate from school started talking about this group .,0
4785,I' v checked them out but could n't find much but apparently they have presence in Britain .,0
4786,Just wandering if anyone can fill me about them more ?,0
4787,It's an American term that most people in Britain and Ireland would never have heard if it was n't for American tv shows .,0
4788,It does n't really mean anything .,0
4789,"Black hair is fairly common amongst the Irish , whereas black people are n't .",0
4790,As you have just informed me via a PM that you have added me to your ignore list it really is a valueless post is n't it ?,0
4791,History Today had a good write up about it.They pointed out that the left wing writers and historians have twisted the actual events to their favour .,0
4792,"Yes, I saw a news broadcast and their ethnic background was a foot note , quickly adding that this kind of abuse happens in all communities .",0
4793,The last major case I remember was another gang of Asians .,0
4794,We have to learn to appreciate diversity .,0
4795,I've never been to London but from what I 've heard it 's like spot the white man and every girl down there almost has a little niglet half breed .,1
4796,"Hello, I joined Stormfront today and I am pleased to be here .",0
4797,I look forward to posting and have many interesting discussions with you all in the future .,0
4798,"Best Wishes , John Londen .",0
4799,We are far closer to being neanderthals than apes .,1
4800,Neanderthals are classified either as a human species or a human subspecies based upon which scientist you 're talking to .,0
4801,"They 're so close that many believe we interbred , you ca n't interbreed with a chimp .",1
4802,"Yes, have you seen the Pancrase tornouments in Japan ?",0
4803,Thats where Baz Rutten and Ken Shamrock started before UFC 1 .,0
4804,"I found the whole UFC 1 event on youtube a while ago , was great back then no gloves and only a few rules .",0
4805,Thank you ... i hope thay you all injojed in last passed football match Croatia-England ... we wasnt so much amused by losing the match ...,0
4806,"The UAF are just a bunch of middle class faggots , the EDL should steam into them every time they show up to counter a demonstration , they 'll soon run home to daddy .",1
4807,Hi been looking round for a while on this site and finally got round to registering. nice to see a place where we can openly discuss our beliefs .,0
4808,I hate to be the one to say this but they do n't sound like a loving family if they said they would dance on your grave simply because of your racially aware views .,0
4809,I myself would distance myself from a family like that .,0
4810,"I think the only connection homosexuality has to Christianity , in this country , is the large proportion of paedophiles being representatives of Christian churches .",1
4811,"It was good to see proud white British people celebrate our lads , the crowd was all white , i wouldve gone if id known it was happening , the traffic was bad today , ill bet thatll be why proud white British people celebrate 2nd Signal Regiment Malton and Pickering Mercury - `` Throng welcomes soldiers at parade '' 104.7 Minster FM - `` 300 soldiers welcomed home in York '' Darlington and Stockton Times - `` 2 Signal Regiment march through York following return from Afghanistan '' Obviously there was sorrow for Lee Rigby and his family , we are outraged and very angry at what happened to him",0
4812,Thank you .,0
4813,I wonder if this is the reason American colonial officers like George Washington could not get a British army commission ?,0
4814,"I certainly agree we need to up our game , and do so quickly .",0
4815,"The beast we oppose knows it has backed itself into a corner , and at such times , such creatures are at their most aggressive .",0
4816,there's working class and there 's chav. they 're the only ones breeding yet aspire to act like blacks. they needed direction and national service .,0
4817,"My uncle recommended SF to me after I told him how fed up I was with the Russian , Polish , African , and especially the Muslim ! i immigrants in England ...",0
4818,"Somebody please give this kid a quick lesson in history , geography & irony before I throw my iPad against the nearest wall",0
4819,"Better quality : https : //thepiratebay.se/search/benef ... treet/0/99/205 There is also HD out , but not on YouTube yet .",0
4820,HD download : https : //mega.co.nz/# ! zBtHCY7A ! Y6gjhR ... FmjjSD6WEq _ r94 ( 1.01 GB ) I read there will be 5 episodes of this .,0
4821,Your right .,0
